생산월	line	prc	model	dr	설비수	wpd	send	capa	생산목표
26년 6월	16	KIZ_41	SERA	D1z	7	355	0	141645	109500
26년 6월	16	KIZ_42	KIYO	D1z	4	387	0	82044	109500
26년 6월	16	KIZ_43	ARIA	D1z	4	354	300	67968	109500
26년 6월	16	KIZ_44	KANO	D1z	7	441	0	179046	109500
26년 6월	16	KIZ_45	NOVA	D1z	4	452	0	86784	109500
26년 6월	16	KIZ_46	SERA	D1z	8	344	200	134848	109500
26년 6월	16	KIZ_47	NOVA	D1z	3	371	500	58989	109500
26년 6월	16	KIZ_48	KANO	D1z	8	431	200	189640	109500
26년 6월	16	KIZ_49	ARIA	D1z	7	457	500	166348	109500
26년 6월	16	KIZ_50	LUMI	D1z	7	439	300	144431	109500
26년 6월	16	KIB_01	KANO	D1b	5	452	0	110740	104700
26년 6월	16	KIB_02	ARIA	D1b	5	358	0	84130	104700
26년 6월	16	KIB_03	KIYO	D1b	4	380	0	76000	104700
26년 6월	16	KIB_04	VITA	D1b	8	344	0	132096	104700
26년 6월	16	KIB_05	MIRA	D1b	3	407	300	53724	104700
26년 6월	16	KIB_06	NOVA	D1b	8	441	0	172872	104700
26년 6월	16	KIB_07	ARIA	D1b	3	452	500	66444	104700
26년 6월	16	KIB_08	ELON	D1b	3	419	100	52794	104700
26년 6월	16	KIB_09	TERRA	D1b	8	381	0	170688	104700
26년 6월	16	KIB_10	SERA	D1b	3	437	500	64239	104700
26년 6월	16	KIB_11	ARIA	D1b	3	334	0	58116	104700
26년 6월	16	KIB_12	ARIA	D1b	8	366	0	128832	104700
26년 6월	16	KIB_13	ARIA	D1b	8	441	200	176400	104700
26년 6월	16	KIB_14	ARIA	D1b	6	370	0	108780	104700
26년 6월	16	KIB_15	ARIA	D1b	4	323	100	59432	104700
26년 6월	16	KIB_16	SERA	D1b	6	421	500	143982	104700
26년 6월	16	KIB_17	KANO	D1b	4	456	200	76608	104700
26년 6월	16	KIB_18	NOVA	D1b	5	451	0	110495	104700
26년 6월	16	KIB_19	MIRA	D1b	8	390	0	140400	104700
26년 6월	16	KIB_20	TERRA	D1b	4	458	500	97096	104700
26년 6월	16	KIB_21	KIYO	D1b	5	386	0	86850	104700
26년 6월	16	KIB_22	SERA	D1b	7	404	100	127260	104700
26년 6월	16	KIB_23	ELON	D1b	8	361	0	144400	104700
26년 6월	16	KIB_24	KANO	D1b	3	460	0	75900	104700
26년 6월	16	KIB_25	SERA	D1b	6	353	100	116490	104700
26년 6월	16	KIB_26	SERA	D1b	6	329	0	110544	104700
26년 6월	16	KIB_27	VITA	D1b	7	401	0	140350	104700
26년 6월	16	KIB_28	ARIA	D1b	6	395	0	127980	104700
26년 6월	16	KIB_29	KANO	D1b	6	446	0	147180	104700
26년 6월	16	KIB_30	ARIA	D1b	8	435	0	153120	104700
26년 6월	16	KIB_31	TERRA	D1b	6	338	0	117624	104700
26년 6월	16	KIB_32	KIYO	D1b	6	335	300	102510	104700
26년 6월	16	KIB_33	TERRA	D1b	4	423	500	74448	104700
26년 6월	16	KIB_34	LUMI	D1b	5	388	0	85360	104700
26년 6월	16	KIB_35	KANO	D1b	3	321	200	42372	104700
26년 6월	16	KIB_36	TERRA	D1b	4	400	0	72000	104700
26년 6월	16	KIB_37	MIRA	D1b	5	437	100	117990	104700
26년 6월	16	KIB_38	LUMI	D1b	5	334	0	78490	104700
26년 6월	16	KIB_39	KIYO	D1b	7	395	300	116130	104700
26년 6월	16	KIB_40	LUMI	D1b	4	424	300	72928	104700
26년 6월	16	KIB_41	MIRA	D1b	3	432	300	64800	104700
26년 6월	16	KIB_42	TERRA	D1b	3	435	500	62640	104700
26년 6월	16	KIB_43	KIYO	D1b	6	443	0	114294	104700
26년 6월	16	KIB_44	SERA	D1b	7	407	0	159544	104700
26년 6월	16	KIB_45	KIYO	D1b	7	364	0	137592	104700
26년 6월	16	KIB_46	NOVA	D1b	4	333	500	77256	104700
26년 6월	16	KIB_47	KANO	D1b	6	335	0	108540	104700
26년 6월	16	KIB_48	MIRA	D1b	8	448	0	186368	104700
26년 6월	16	KIB_49	SERA	D1b	8	385	0	169400	104700
26년 6월	16	KIB_50	KANO	D1b	6	452	0	124752	104700
26년 6월	17	KIZ_01	MIRA	D1z	8	341	0	133672	114700
26년 6월	17	KIZ_02	ARIA	D1z	8	338	500	146016	114700
26년 6월	17	KIZ_03	NOVA	D1z	8	396	300	148896	114700
26년 6월	17	KIZ_04	SERA	D1z	5	406	0	91350	114700
26년 6월	17	KIZ_05	ARIA	D1z	4	374	0	74800	114700
26년 6월	17	KIZ_06	ARIA	D1z	4	357	0	79968	114700
26년 6월	17	KIZ_07	KANO	D1z	3	331	100	55608	114700
26년 6월	17	KIZ_08	TERRA	D1z	7	447	500	134547	114700
26년 6월	17	KIZ_09	KANO	D1z	3	385	100	57750	114700
26년 6월	17	KIZ_10	ELON	D1z	6	384	300	112896	114700
26년 6월	17	KIZ_11	KIYO	D1z	5	359	0	104110	114700
26년 6월	17	KIZ_12	ELON	D1z	8	433	0	176664	114700
26년 6월	17	KIZ_13	NOVA	D1z	4	334	300	65464	114700
26년 6월	17	KIZ_14	KANO	D1z	6	385	200	115500	114700
26년 6월	17	KIZ_15	ELON	D1z	8	407	100	136752	114700
26년 6월	17	KIZ_16	SERA	D1z	3	450	0	78300	114700
26년 6월	17	KIZ_17	ARIA	D1z	6	377	0	122148	114700
26년 6월	17	KIZ_18	TERRA	D1z	8	454	0	196128	114700
26년 6월	17	KIZ_19	ARIA	D1z	5	370	100	88800	114700
26년 6월	17	KIZ_20	ELON	D1z	7	394	0	118594	114700
26년 6월	17	KIZ_21	SERA	D1z	3	347	300	55173	114700
26년 6월	17	KIZ_22	MIRA	D1z	3	438	300	69642	114700
26년 6월	17	KIZ_23	MIRA	D1z	8	333	0	125208	114700
26년 6월	17	KIZ_24	KANO	D1z	3	334	0	55110	114700
26년 6월	17	KIZ_25	KIYO	D1z	7	352	0	120736	114700
26년 6월	17	KIZ_26	KANO	D1z	8	430	100	165120	114700
26년 6월	17	KIZ_27	ELON	D1z	7	436	100	128184	114700
26년 6월	17	KIZ_28	TERRA	D1z	7	350	100	105350	114700
26년 6월	17	KIZ_29	MIRA	D1z	5	321	0	86670	114700
26년 6월	17	KIZ_30	VITA	D1z	5	413	0	107380	114700
26년 6월	17	KIZ_31	LUMI	D1z	5	449	500	105515	114700
26년 6월	17	KIZ_32	ARIA	D1z	3	359	500	60312	114700
26년 6월	17	KIZ_33	ARIA	D1z	6	421	0	136404	114700
26년 6월	17	KIZ_34	MIRA	D1z	6	372	0	102672	114700
26년 6월	17	KIZ_35	LUMI	D1z	8	430	0	154800	114700
26년 6월	17	KIZ_36	TERRA	D1z	4	365	0	70080	114700
26년 6월	17	KIZ_37	KANO	D1z	7	396	100	141372	114700
26년 6월	17	KIZ_38	SERA	D1z	7	381	200	130683	114700
26년 6월	17	KIZ_39	LUMI	D1z	7	340	500	128520	114700
26년 6월	17	KIZ_40	KANO	D1z	7	395	0	160370	114700
26년 6월	17	KIZ_41	LUMI	D1z	3	392	0	68208	114700
26년 6월	17	KIZ_42	NOVA	D1z	3	371	0	46746	114700
26년 6월	17	KIZ_43	ARIA	D1z	4	444	300	99456	114700
26년 6월	17	KIZ_44	LUMI	D1z	3	435	300	58725	114700
26년 6월	17	KIZ_45	SERA	D1z	5	399	0	107730	114700
26년 6월	17	KIZ_46	TERRA	D1z	7	444	0	180264	114700
26년 6월	17	KIZ_47	ELON	D1z	8	450	0	154800	114700
26년 6월	17	KIZ_48	ELON	D1z	5	428	300	117700	114700
26년 6월	17	KIZ_49	VITA	D1z	6	419	0	138270	114700
26년 6월	17	KIZ_50	MIRA	D1z	3	333	0	57942	114700
26년 7월	16	KIZ_01	ARIA	D1z	3	407	0	59829	109900
26년 7월	16	KIZ_02	MIRA	D1z	8	361	300	141512	109900
26년 7월	16	KIZ_03	VITA	D1z	4	405	0	72900	109900
26년 7월	16	KIZ_04	ELON	D1z	6	432	0	132192	109900
26년 7월	16	KIZ_05	ELON	D1z	4	332	0	67728	109900
26년 7월	16	KIZ_06	TERRA	D1z	5	358	500	100240	109900
26년 7월	16	KIZ_07	NOVA	D1z	6	375	300	103500	109900
26년 7월	16	KIZ_08	VITA	D1z	6	351	0	120042	109900
26년 7월	16	KIZ_09	MIRA	D1z	5	391	0	97750	109900
26년 7월	16	KIZ_10	SERA	D1z	6	325	300	91650	109900
26년 7월	16	KIZ_11	ELON	D1z	8	354	100	135936	109900
26년 7월	16	KIZ_12	ARIA	D1z	5	338	300	72670	109900
26년 7월	16	KIZ_13	ARIA	D1z	4	424	0	83104	109900
26년 7월	16	KIZ_14	KANO	D1z	7	397	200	138950	109900
26년 7월	16	KIZ_15	SERA	D1z	5	409	100	110430	109900
26년 7월	16	KIZ_16	NOVA	D1z	3	405	500	55890	109900
26년 7월	16	KIZ_17	KANO	D1z	4	431	0	77580	109900
26년 7월	16	KIZ_18	MIRA	D1z	8	431	500	155160	109900
26년 7월	16	KIZ_19	LUMI	D1z	5	383	500	90005	109900
26년 7월	16	KIZ_20	KANO	D1z	3	348	0	56376	109900
26년 7월	16	KIZ_21	VITA	D1z	5	408	300	87720	109900
26년 7월	16	KIZ_22	ARIA	D1z	6	411	100	115902	109900
26년 7월	16	KIZ_23	KIYO	D1z	5	355	100	81650	109900
26년 7월	16	KIZ_24	VITA	D1z	6	361	0	125628	109900
26년 7월	16	KIZ_25	NOVA	D1z	6	354	0	99828	109900
26년 7월	16	KIZ_26	TERRA	D1z	7	420	500	147000	109900
26년 7월	16	KIZ_27	KANO	D1z	4	380	100	83600	109900
26년 7월	16	KIZ_28	ELON	D1z	8	403	0	135408	109900
26년 7월	16	KIZ_29	KANO	D1z	5	392	200	82320	109900
26년 7월	16	KIZ_30	ELON	D1z	5	326	0	79870	109900
26년 7월	16	KIZ_31	MIRA	D1z	7	395	200	121660	109900
26년 7월	16	KIZ_32	LUMI	D1z	4	437	0	90896	109900
26년 7월	16	KIZ_33	NOVA	D1z	4	390	200	71760	109900
26년 7월	16	KIZ_34	MIRA	D1z	6	431	0	137058	109900
26년 7월	16	KIZ_35	ARIA	D1z	7	372	0	111972	109900
26년 7월	16	KIZ_36	SERA	D1z	6	431	0	149988	109900
26년 7월	16	KIZ_37	VITA	D1z	7	370	100	113960	109900
26년 7월	16	KIZ_38	KANO	D1z	5	332	0	76360	109900
26년 7월	16	KIZ_39	ELON	D1z	5	453	500	113250	109900
26년 7월	16	KIZ_40	VITA	D1z	5	451	0	94710	109900
26년 7월	16	KIZ_41	NOVA	D1z	4	362	300	60816	109900
26년 7월	16	KIZ_42	MIRA	D1z	8	330	200	147840	109900
26년 7월	16	KIZ_43	ARIA	D1z	6	416	0	114816	109900
26년 7월	16	KIZ_44	KIYO	D1z	6	398	0	126564	109900
26년 7월	16	KIZ_45	ARIA	D1z	5	408	0	116280	109900
26년 7월	16	KIZ_46	ARIA	D1z	3	398	100	60894	109900
26년 7월	16	KIZ_47	KIYO	D1z	5	410	0	118900	109900
26년 7월	16	KIZ_48	VITA	D1z	8	337	0	145584	109900
26년 7월	16	KIZ_49	MIRA	D1z	8	405	0	139320	109900
26년 7월	16	KIZ_50	TERRA	D1z	4	330	300	60720	109900
26년 7월	16	KIB_01	SERA	D1b	8	346	300	138400	103900
26년 7월	16	KIB_02	VITA	D1b	4	435	500	95700	103900
26년 7월	16	KIB_03	NOVA	D1b	3	451	300	67650	103900
26년 7월	16	KIB_04	MIRA	D1b	7	381	200	144018	103900
26년 7월	16	KIB_05	ELON	D1b	6	387	200	97524	103900
26년 7월	16	KIB_06	KANO	D1b	5	355	500	94075	103900
26년 7월	16	KIB_07	KIYO	D1b	3	378	500	47628	103900
26년 7월	16	KIB_08	ELON	D1b	3	365	500	51465	103900
26년 7월	16	KIB_09	TERRA	D1b	4	403	500	93496	103900
26년 7월	16	KIB_10	ARIA	D1b	6	360	0	120960	103900
26년 7월	16	KIB_11	KANO	D1b	3	361	100	55233	103900
26년 7월	16	KIB_12	NOVA	D1b	6	445	300	149520	103900
26년 7월	16	KIB_13	TERRA	D1b	3	329	500	43428	103900
26년 7월	16	KIB_14	ELON	D1b	3	442	100	64974	103900
26년 7월	16	KIB_15	TERRA	D1b	7	450	500	179550	103900
26년 7월	16	KIB_16	SERA	D1b	3	381	0	50292	103900
26년 7월	16	KIB_17	SERA	D1b	4	455	200	103740	103900
26년 7월	16	KIB_18	KANO	D1b	4	408	0	91392	103900
26년 7월	16	KIB_19	LUMI	D1b	5	380	500	110200	103900
26년 7월	16	KIB_20	KANO	D1b	6	334	200	114228	103900
26년 7월	16	KIB_21	TERRA	D1b	5	397	0	97265	103900
26년 7월	16	KIB_22	MIRA	D1b	8	459	500	190944	103900
26년 7월	16	KIB_23	VITA	D1b	6	401	200	108270	103900
26년 7월	16	KIB_24	ELON	D1b	4	400	0	75200	103900
26년 7월	16	KIB_25	SERA	D1b	4	388	0	88464	103900
26년 7월	16	KIB_26	MIRA	D1b	3	335	0	49245	103900
26년 7월	16	KIB_27	ARIA	D1b	6	321	0	105930	103900
26년 7월	16	KIB_28	NOVA	D1b	6	357	300	109242	103900
26년 7월	16	KIB_29	ELON	D1b	7	445	0	146405	103900
26년 7월	16	KIB_30	VITA	D1b	4	458	0	93432	103900
26년 7월	16	KIB_31	NOVA	D1b	4	460	300	88320	103900
26년 7월	16	KIB_32	NOVA	D1b	7	411	500	135219	103900
26년 7월	16	KIB_33	NOVA	D1b	5	340	0	96900	103900
26년 7월	16	KIB_34	LUMI	D1b	8	456	100	186048	103900
26년 7월	16	KIB_35	SERA	D1b	3	406	0	60900	103900
26년 7월	16	KIB_36	ELON	D1b	5	368	500	88320	103900
26년 7월	16	KIB_37	NOVA	D1b	7	434	200	142786	103900
26년 7월	16	KIB_38	SERA	D1b	4	430	0	82560	103900
26년 7월	16	KIB_39	NOVA	D1b	4	411	100	73980	103900
26년 7월	16	KIB_40	ARIA	D1b	7	450	0	182700	103900
26년 7월	16	KIB_41	VITA	D1b	6	376	300	99264	103900
26년 7월	16	KIB_42	SERA	D1b	8	365	100	163520	103900
26년 7월	16	KIB_43	KANO	D1b	3	359	0	62466	103900
26년 7월	16	KIB_44	KIYO	D1b	3	378	0	62370	103900
26년 7월	16	KIB_45	TERRA	D1b	4	326	0	69112	103900
26년 7월	16	KIB_46	TERRA	D1b	4	424	200	76320	103900
26년 7월	16	KIB_47	MIRA	D1b	7	403	0	149513	103900
26년 7월	16	KIB_48	KIYO	D1b	8	371	0	154336	103900
26년 7월	16	KIB_49	MIRA	D1b	4	417	200	85068	103900
26년 7월	16	KIB_50	ARIA	D1b	7	459	100	170289	103900
26년 7월	17	KIZ_01	NOVA	D1z	3	364	0	53508	112700
26년 7월	17	KIZ_02	NOVA	D1z	4	417	500	90072	112700
26년 7월	17	KIZ_03	KIYO	D1z	7	439	300	162869	112700
26년 7월	17	KIZ_04	SERA	D1z	5	342	0	78660	112700
26년 7월	17	KIZ_05	MIRA	D1z	8	380	0	136800	112700
26년 7월	17	KIZ_06	ELON	D1z	5	410	300	88150	112700
26년 7월	17	KIZ_07	VITA	D1z	6	375	0	130500	112700
26년 7월	17	KIZ_08	SERA	D1z	8	452	200	198880	112700
26년 7월	17	KIZ_09	VITA	D1z	3	397	0	51213	112700
26년 7월	17	KIZ_10	LUMI	D1z	3	342	300	48222	112700
26년 7월	17	KIZ_11	TERRA	D1z	4	359	0	71800	112700
26년 7월	17	KIZ_12	TERRA	D1z	3	338	0	43602	112700
26년 7월	17	KIZ_13	KANO	D1z	5	400	100	116000	112700
26년 7월	17	KIZ_14	SERA	D1z	8	409	500	137424	112700
26년 7월	17	KIZ_15	SERA	D1z	7	393	300	115542	112700
26년 7월	17	KIZ_16	VITA	D1z	7	433	500	133364	112700
26년 7월	17	KIZ_17	ELON	D1z	3	435	300	56115	112700
26년 7월	17	KIZ_18	TERRA	D1z	6	349	500	117264	112700
26년 7월	17	KIZ_19	ARIA	D1z	5	452	200	124300	112700
26년 7월	17	KIZ_20	KANO	D1z	3	347	0	45804	112700
26년 7월	17	KIZ_21	ARIA	D1z	3	408	300	68544	112700
26년 7월	17	KIZ_22	ELON	D1z	5	411	200	100695	112700
26년 7월	17	KIZ_23	SERA	D1z	5	383	0	88090	112700
26년 7월	17	KIZ_24	ELON	D1z	5	451	500	130790	112700
26년 7월	17	KIZ_25	MIRA	D1z	6	445	0	152190	112700
26년 7월	17	KIZ_26	KIYO	D1z	7	398	500	153230	112700
26년 7월	17	KIZ_27	KIYO	D1z	5	360	300	82800	112700
26년 7월	17	KIZ_28	VITA	D1z	6	342	500	88236	112700
26년 7월	17	KIZ_29	VITA	D1z	3	426	300	71568	112700
26년 7월	17	KIZ_30	TERRA	D1z	3	342	300	45144	112700
26년 7월	17	KIZ_31	KIYO	D1z	6	393	0	134406	112700
26년 7월	17	KIZ_32	MIRA	D1z	4	372	0	65472	112700
26년 7월	17	KIZ_33	MIRA	D1z	6	341	100	85932	112700
26년 7월	17	KIZ_34	ARIA	D1z	4	394	0	77224	112700
26년 7월	17	KIZ_35	LUMI	D1z	3	342	100	45144	112700
26년 7월	17	KIZ_36	KIYO	D1z	4	350	100	61600	112700
26년 7월	17	KIZ_37	ARIA	D1z	4	346	0	77504	112700
26년 7월	17	KIZ_38	ELON	D1z	3	385	0	65835	112700
26년 7월	17	KIZ_39	KANO	D1z	8	375	200	141000	112700
26년 7월	17	KIZ_40	MIRA	D1z	5	360	0	75600	112700
26년 7월	17	KIZ_41	ARIA	D1z	8	356	0	162336	112700
26년 7월	17	KIZ_42	MIRA	D1z	4	412	200	82400	112700
26년 7월	17	KIZ_43	KIYO	D1z	7	334	100	107548	112700
26년 7월	17	KIZ_44	VITA	D1z	3	447	300	60345	112700
26년 7월	17	KIZ_45	LUMI	D1z	7	412	0	152852	112700
26년 7월	17	KIZ_46	LUMI	D1z	7	327	0	132762	112700
26년 7월	17	KIZ_47	ELON	D1z	3	358	500	60144	112700
26년 7월	17	KIZ_48	SERA	D1z	4	376	500	82720	112700
26년 7월	17	KIZ_49	ELON	D1z	5	435	0	108750	112700
26년 7월	17	KIZ_50	VITA	D1z	5	414	200	109710	112700
26년 8월	16	KIZ_01	SERA	D1z	5	395	0	84925	110400
26년 8월	16	KIZ_02	KIYO	D1z	3	324	0	50544	110400
26년 8월	16	KIZ_03	NOVA	D1z	5	379	0	87170	110400
26년 8월	16	KIZ_04	LUMI	D1z	3	352	0	44352	110400
26년 8월	16	KIZ_05	VITA	D1z	7	442	300	129948	110400
26년 8월	16	KIZ_06	ARIA	D1z	6	430	0	108360	110400
26년 8월	16	KIZ_07	KIYO	D1z	4	456	0	98496	110400
26년 8월	16	KIZ_08	ARIA	D1z	3	348	0	56376	110400
26년 8월	16	KIZ_09	MIRA	D1z	5	456	0	95760	110400
26년 8월	16	KIZ_10	NOVA	D1z	6	412	100	106296	110400
26년 8월	16	KIZ_11	KANO	D1z	8	390	0	134160	110400
26년 8월	16	KIZ_12	LUMI	D1z	5	431	0	122835	110400
26년 8월	16	KIZ_13	LUMI	D1z	4	336	500	61824	110400
26년 8월	16	KIZ_14	LUMI	D1z	6	393	0	117900	110400
26년 8월	16	KIZ_15	ARIA	D1z	5	382	300	95500	110400
26년 8월	16	KIZ_16	VITA	D1z	3	336	200	50400	110400
26년 8월	16	KIZ_17	MIRA	D1z	6	358	100	103104	110400
26년 8월	16	KIZ_18	TERRA	D1z	5	390	0	113100	110400
26년 8월	16	KIZ_19	TERRA	D1z	6	361	200	110466	110400
26년 8월	16	KIZ_20	VITA	D1z	6	327	300	92214	110400
26년 8월	16	KIZ_21	NOVA	D1z	4	323	100	71060	110400
26년 8월	16	KIZ_22	KIYO	D1z	5	321	0	88275	110400
26년 8월	16	KIZ_23	ARIA	D1z	4	369	200	81180	110400
26년 8월	16	KIZ_24	ELON	D1z	5	394	200	104410	110400
26년 8월	16	KIZ_25	NOVA	D1z	4	344	300	68800	110400
26년 8월	16	KIZ_26	TERRA	D1z	7	333	0	121212	110400
26년 8월	16	KIZ_27	TERRA	D1z	8	375	500	171000	110400
26년 8월	16	KIZ_28	MIRA	D1z	6	448	0	145152	110400
26년 8월	16	KIZ_29	LUMI	D1z	7	383	300	128688	110400
26년 8월	16	KIZ_30	ARIA	D1z	6	337	0	117276	110400
26년 8월	16	KIZ_31	KIYO	D1z	5	332	0	76360	110400
26년 8월	16	KIZ_32	KANO	D1z	5	437	0	117990	110400
26년 8월	16	KIZ_33	KANO	D1z	3	426	500	63900	110400
26년 8월	16	KIZ_34	SERA	D1z	6	419	0	108102	110400
26년 8월	16	KIZ_35	ARIA	D1z	5	335	0	95475	110400
26년 8월	16	KIZ_36	KANO	D1z	8	460	0	195040	110400
26년 8월	16	KIZ_37	KANO	D1z	4	368	300	83904	110400
26년 8월	16	KIZ_38	TERRA	D1z	7	352	0	133056	110400
26년 8월	16	KIZ_39	MIRA	D1z	7	325	100	125125	110400
26년 8월	16	KIZ_40	SERA	D1z	8	446	300	149856	110400
26년 8월	16	KIZ_41	VITA	D1z	7	351	0	135135	110400
26년 8월	16	KIZ_42	KIYO	D1z	5	328	0	78720	110400
26년 8월	16	KIZ_43	SERA	D1z	7	450	0	166950	110400
26년 8월	16	KIZ_44	MIRA	D1z	4	335	300	58960	110400
26년 8월	16	KIZ_45	KANO	D1z	8	452	0	166336	110400
26년 8월	16	KIZ_46	ELON	D1z	4	338	100	78416	110400
26년 8월	16	KIZ_47	LUMI	D1z	4	391	0	73508	110400
26년 8월	16	KIZ_48	KANO	D1z	7	358	100	115276	110400
26년 8월	16	KIZ_49	KANO	D1z	8	330	0	110880	110400
26년 8월	16	KIZ_50	NOVA	D1z	8	346	0	124560	110400
26년 8월	16	KIB_01	VITA	D1b	8	375	500	168000	107800
26년 8월	16	KIB_02	MIRA	D1b	3	364	0	60060	107800
26년 8월	16	KIB_03	NOVA	D1b	3	350	0	54600	107800
26년 8월	16	KIB_04	MIRA	D1b	3	406	0	51156	107800
26년 8월	16	KIB_05	SERA	D1b	3	344	0	50568	107800
26년 8월	16	KIB_06	KANO	D1b	5	435	0	123975	107800
26년 8월	16	KIB_07	NOVA	D1b	7	342	0	112518	107800
26년 8월	16	KIB_08	NOVA	D1b	6	433	0	119508	107800
26년 8월	16	KIB_09	ELON	D1b	6	442	0	137904	107800
26년 8월	16	KIB_10	NOVA	D1b	5	351	0	75465	107800
26년 8월	16	KIB_11	LUMI	D1b	5	410	0	98400	107800
26년 8월	16	KIB_12	ARIA	D1b	4	338	0	70304	107800
26년 8월	16	KIB_13	VITA	D1b	8	428	0	167776	107800
26년 8월	16	KIB_14	ARIA	D1b	6	381	0	114300	107800
26년 8월	16	KIB_15	KIYO	D1b	4	334	100	72144	107800
26년 8월	16	KIB_16	MIRA	D1b	3	383	0	63195	107800
26년 8월	16	KIB_17	TERRA	D1b	6	394	200	120564	107800
26년 8월	16	KIB_18	MIRA	D1b	3	323	200	44574	107800
26년 8월	16	KIB_19	ARIA	D1b	6	326	200	82152	107800
26년 8월	16	KIB_20	ARIA	D1b	5	400	0	104000	107800
26년 8월	16	KIB_21	ARIA	D1b	8	378	0	136080	107800
26년 8월	16	KIB_22	TERRA	D1b	6	421	100	126300	107800
26년 8월	16	KIB_23	VITA	D1b	5	349	500	99465	107800
26년 8월	16	KIB_24	TERRA	D1b	3	392	200	62328	107800
26년 8월	16	KIB_25	KANO	D1b	5	358	200	85920	107800
26년 8월	16	KIB_26	KIYO	D1b	3	398	0	52536	107800
26년 8월	16	KIB_27	VITA	D1b	6	400	0	134400	107800
26년 8월	16	KIB_28	MIRA	D1b	8	384	0	175104	107800
26년 8월	16	KIB_29	LUMI	D1b	5	359	500	87955	107800
26년 8월	16	KIB_30	TERRA	D1b	7	325	500	106925	107800
26년 8월	16	KIB_31	ELON	D1b	6	320	0	94080	107800
26년 8월	16	KIB_32	VITA	D1b	5	373	0	96980	107800
26년 8월	16	KIB_33	VITA	D1b	3	333	0	49950	107800
26년 8월	16	KIB_34	SERA	D1b	8	328	0	146944	107800
26년 8월	16	KIB_35	KANO	D1b	6	413	200	141246	107800
26년 8월	16	KIB_36	MIRA	D1b	4	355	0	80940	107800
26년 8월	16	KIB_37	TERRA	D1b	3	355	500	61770	107800
26년 8월	16	KIB_38	ARIA	D1b	3	320	100	54720	107800
26년 8월	16	KIB_39	ELON	D1b	8	399	100	172368	107800
26년 8월	16	KIB_40	KANO	D1b	3	459	500	68850	107800
26년 8월	16	KIB_41	VITA	D1b	4	455	0	87360	107800
26년 8월	16	KIB_42	MIRA	D1b	7	340	0	119000	107800
26년 8월	16	KIB_43	SERA	D1b	8	326	500	117360	107800
26년 8월	16	KIB_44	LUMI	D1b	3	409	0	63804	107800
26년 8월	16	KIB_45	KIYO	D1b	7	447	300	140805	107800
26년 8월	16	KIB_46	NOVA	D1b	8	419	0	177656	107800
26년 8월	16	KIB_47	LUMI	D1b	7	390	0	133770	107800
26년 8월	16	KIB_48	ARIA	D1b	4	414	100	69552	107800
26년 8월	16	KIB_49	NOVA	D1b	8	455	100	185640	107800
26년 8월	16	KIB_50	SERA	D1b	7	335	0	105525	107800
26년 8월	17	KIZ_01	TERRA	D1z	3	360	200	56160	112200
26년 8월	17	KIZ_02	KIYO	D1z	5	363	0	78045	112200
26년 8월	17	KIZ_03	KANO	D1z	7	380	0	117040	112200
26년 8월	17	KIZ_04	NOVA	D1z	8	437	0	192280	112200
26년 8월	17	KIZ_05	KANO	D1z	5	336	0	94080	112200
26년 8월	17	KIZ_06	MIRA	D1z	6	434	100	109368	112200
26년 8월	17	KIZ_07	KIYO	D1z	4	424	200	88192	112200
26년 8월	17	KIZ_08	ARIA	D1z	7	407	0	153846	112200
26년 8월	17	KIZ_09	NOVA	D1z	6	444	300	151848	112200
26년 8월	17	KIZ_10	ELON	D1z	6	333	300	95904	112200
26년 8월	17	KIZ_11	ELON	D1z	7	440	300	166320	112200
26년 8월	17	KIZ_12	NOVA	D1z	3	370	0	53280	112200
26년 8월	17	KIZ_13	ELON	D1z	6	420	0	120960	112200
26년 8월	17	KIZ_14	KANO	D1z	3	388	0	66348	112200
26년 8월	17	KIZ_15	NOVA	D1z	7	380	0	125020	112200
26년 8월	17	KIZ_16	LUMI	D1z	8	402	0	160800	112200
26년 8월	17	KIZ_17	NOVA	D1z	8	349	300	125640	112200
26년 8월	17	KIZ_18	KANO	D1z	5	393	0	96285	112200
26년 8월	17	KIZ_19	ELON	D1z	8	337	300	121320	112200
26년 8월	17	KIZ_20	NOVA	D1z	6	445	200	152190	112200
26년 8월	17	KIZ_21	KIYO	D1z	7	324	0	122472	112200
26년 8월	17	KIZ_22	VITA	D1z	8	439	0	182624	112200
26년 8월	17	KIZ_23	ELON	D1z	3	426	300	71568	112200
26년 8월	17	KIZ_24	ELON	D1z	8	434	500	187488	112200
26년 8월	17	KIZ_25	KANO	D1z	6	342	0	116964	112200
26년 8월	17	KIZ_26	KANO	D1z	5	418	0	106590	112200
26년 8월	17	KIZ_27	TERRA	D1z	8	404	0	138976	112200
26년 8월	17	KIZ_28	NOVA	D1z	4	358	100	78760	112200
26년 8월	17	KIZ_29	ELON	D1z	4	408	0	75072	112200
26년 8월	17	KIZ_30	KIYO	D1z	3	372	0	46872	112200
26년 8월	17	KIZ_31	TERRA	D1z	3	439	0	76386	112200
26년 8월	17	KIZ_32	SERA	D1z	3	355	500	57510	112200
26년 8월	17	KIZ_33	NOVA	D1z	4	453	100	86976	112200
26년 8월	17	KIZ_34	VITA	D1z	5	329	100	88830	112200
26년 8월	17	KIZ_35	ARIA	D1z	4	375	0	73500	112200
26년 8월	17	KIZ_36	ELON	D1z	8	366	100	140544	112200
